case_name,alt_kft,Re_L,M_inf,alpha_deg,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3,CD_HF,CL_HF,CD_LF1,CD_LF2,CL_LF
case_8712,19.59,19380000,0.1861,-7.096,199.4,95.22,454.6,1000,762.9,233.9,60.94,59.76,48.61,27.18,0.0181727,-0.191788,0.223426313,0.250373015,2.121816332
case_8713,11.93,11620000,0.1058,-6.335,199.4,95.22,454.6,1000,762.9,233.9,60.94,59.76,48.61,27.18,0.0230693,-0.169627,0.22418217,0.240644668,2.126094791
case_8714,31.64,28570000,0.337,1.916,199.4,95.22,454.6,1000,762.9,233.9,60.94,59.76,48.61,27.18,0.00662048,0.0618315,0.223426313,0.250373015,2.121816332
case_8715,14.15,7029000,0.08738,11.69,199.4,95.22,454.6,1000,762.9,233.9,60.94,59.76,48.61,27.18,0.0465493,0.31234,0.224317522,0.239503717,2.126473332
case_8716,39.19,1276000,0.2704,14.31,199.4,95.22,454.6,1000,762.9,233.9,60.94,59.76,48.61,27.18,0.059134,0.31536,0.223750461,0.240636582,2.123154011
case_8717,33.46,28310000,0.3887,2.662,199.4,95.22,454.6,1000,762.9,233.9,60.94,59.76,48.61,27.18,0.00667822,0.085105,0.223634256,0.240947395,2.122738611
case_8718,2.098,39130000,0.4953,18.81,199.4,95.22,454.6,1000,762.9,233.9,60.94,59.76,48.61,27.18,0.109479,0.364622,0.223697336,0.240679654,2.123173117
case_8723,34.32,5906000,0.1205,16.52,198.7,198.6,551.5,1000,644.9,185.1,83.15,58.88,52.53,26.17,0.0945915,0.469202,0.011692405,0.011683842,-0.037524189
case_8724,31.76,3440000,0.2789,-4.932,198.7,198.6,551.5,1000,644.9,185.1,83.15,58.88,52.53,26.17,0.0143418,-0.17396,0.011692167,0.011684421,-0.037424211
case_8725,38.06,23700000,0.3987,-3.371,198.7,198.6,551.5,1000,644.9,185.1,83.15,58.88,52.53,26.17,0.0083708,-0.124258,0.011692405,0.011683842,-0.037524189
case_8726,25.98,4846000,0.4928,7.26,198.7,198.6,551.5,1000,644.9,185.1,83.15,58.88,52.53,26.17,0.0204083,0.263577,0.011692405,0.011683842,-0.037524189
case_8727,15.37,6807000,0.1564,-8.868,198.7,198.6,551.5,1000,644.9,185.1,83.15,58.88,52.53,26.17,0.0293967,-0.310518,0.011692545,0.011683181,-0.037610322
case_8728,8.415,23910000,0.4175,17.08,198.7,198.6,551.5,1000,644.9,185.1,83.15,58.88,52.53,26.17,0.117376,0.418117,0.011692554,0.01168258,-0.037615893
case_8729,18.78,29690000,0.2297,-0.5097,198.7,198.6,551.5,1000,644.9,185.1,83.15,58.88,52.53,26.17,0.00902826,-0.0123232,0.011692554,0.01168258,-0.037615893
case_8733,8.39,15220000,0.3495,15.63,188.3,55.41,490.7,1000,834.4,197.8,83.68,42.12,44.44,32.73,0.0615617,0.25414,0.065044398,0.063119493,-1.045849622
case_8734,33.15,15620000,0.4112,12.48,188.3,55.41,490.7,1000,834.4,197.8,83.68,42.12,44.44,32.73,0.0422506,0.223687,0.065054242,0.063688285,-1.045895638
case_8735,0.8782,18770000,0.2485,3.129,188.3,55.41,490.7,1000,834.4,197.8,83.68,42.12,44.44,32.73,0.00855385,0.0838383,0.0650234,0.06485781,-1.045562217
case_8736,18.07,3728000,0.375,17.45,188.3,55.41,490.7,1000,834.4,197.8,83.68,42.12,44.44,32.73,0.0759683,0.283525,0.065006794,0.064706536,-1.045322476
case_8737,24.72,5600000,0.2793,7.752,188.3,55.41,490.7,1000,834.4,197.8,83.68,42.12,44.44,32.73,0.0177613,0.193585,0.064985442,0.063259868,-1.045077567
case_8738,38.28,12580000,0.1871,-9.841,188.3,55.41,490.7,1000,834.4,197.8,83.68,42.12,44.44,32.73,0.0227677,-0.229746,0.064999655,0.063160704,-1.045347569
case_8740,22.67,26590000,0.3663,8.666,153,126,254,1000,706.4,265.7,87.76,49.27,57.02,37.06,0.0153793,0.184162,0.134525053,0.134474394,1.570307697
case_8742,31.03,36210000,0.4194,-9.361,153,126,254,1000,706.4,265.7,87.76,49.27,57.02,37.06,0.016564,-0.191879,0.134757296,0.134254703,1.571813346
case_8743,5.6,1280000,0.179,-4.808,153,126,254,1000,706.4,265.7,87.76,49.27,57.02,37.06,0.013307,-0.0937171,0.134757296,0.134254703,1.571813346
case_8744,25.56,17440000,0.2752,13.92,153,126,254,1000,706.4,265.7,87.76,49.27,57.02,37.06,0.0366319,0.263584,0.134512299,0.134796521,1.56981368
case_8745,11.77,30490000,0.4855,4.128,153,126,254,1000,706.4,265.7,87.76,49.27,57.02,37.06,0.00623251,0.0906046,0.13461444,0.133808965,1.570523356
case_8746,0.785,7071000,0.1288,-0.5398,153,126,254,1000,706.4,265.7,87.76,49.27,57.02,37.06,0.00984572,-0.00917362,0.134674297,0.134509727,1.570937373
case_8747,18.61,6288000,0.05807,5.634,153,126,254,1000,706.4,265.7,87.76,49.27,57.02,37.06,0.0253666,0.117408,0.134490167,0.134897471,1.56975404
case_8748,35.38,2863000,0.3371,14.44,153,126,254,1000,706.4,265.7,87.76,49.27,57.02,37.06,0.042937,0.263186,0.134509694,0.134688895,1.570132165
case_8750,33.09,11010000,0.2377,18.48,162.1,77.4,248.1,1000,666.2,268.3,75.72,42.24,50.76,28.25,0.0546387,0.261148,0.106264784,0.109887901,1.429498254
case_8751,4.417,54280000,0.2945,-9.321,162.1,77.4,248.1,1000,666.2,268.3,75.72,42.24,50.76,28.25,0.0141889,-0.152457,0.107157132,0.108480445,1.436417071
case_8752,1.514,32520000,0.1916,14.52,162.1,77.4,248.1,1000,666.2,268.3,75.72,42.24,50.76,28.25,0.0345928,0.220673,0.106127769,0.106822204,1.428415691
case_8753,37.75,1152000,0.06722,7.056,162.1,77.4,248.1,1000,666.2,268.3,75.72,42.24,50.76,28.25,0.023681,0.117199,0.106119201,0.109085325,1.428320625
case_8754,16.83,2378000,0.1484,8.45,162.1,77.4,248.1,1000,666.2,268.3,75.72,42.24,50.76,28.25,0.0183366,0.137415,0.106127769,0.106822204,1.428415691
case_8755,20.98,17270000,0.4215,3.695,162.1,77.4,248.1,1000,666.2,268.3,75.72,42.24,50.76,28.25,0.00702794,0.0631301,0.106127769,0.106822204,1.428415691
case_8756,30.46,23240000,0.4013,-2.259,162.1,77.4,248.1,1000,666.2,268.3,75.72,42.24,50.76,28.25,0.00588775,-0.0356361,0.10631217,0.10781477,1.429635312
case_8757,9.8,4235000,0.3295,-0.3884,162.1,77.4,248.1,1000,666.2,268.3,75.72,42.24,50.76,28.25,0.00653554,-0.00464781,0.106205584,0.10978354,1.428694309
case_8758,12.25,6755000,0.1011,-4.376,162.1,77.4,248.1,1000,666.2,268.3,75.72,42.24,50.76,28.25,0.013546,-0.0696984,0.106263856,0.106768121,1.429126358
case_8759,26.86,47130000,0.4839,12.49,162.1,77.4,248.1,1000,666.2,268.3,75.72,42.24,50.76,28.25,0.0264722,0.190295,0.106169926,0.106803774,1.428555548
case_8760,1.189,7728000,0.112,9.211,157.2,63.89,274.4,1000,663.6,266.1,74.45,57.3,56.78,35.72,0.0215899,0.154338,0.107406173,0.106534606,1.401151457
case_8761,8.627,11260000,0.07997,4.97,157.2,63.89,274.4,1000,663.6,266.1,74.45,57.3,56.78,35.72,0.0171888,0.0855805,0.107405216,0.105346463,1.401242167
case_8762,19.29,38250000,0.4523,16.27,157.2,63.89,274.4,1000,663.6,266.1,74.45,57.3,56.78,35.72,0.0555602,0.189699,0.107356566,0.105497606,1.400591393
case_8763,34.91,701000,0.2608,6.127,157.2,63.89,274.4,1000,663.6,266.1,74.45,57.3,56.78,35.72,0.0129237,0.101378,0.1072313,0.105724519,1.399623663
case_8764,28.82,37550000,0.3987,0.5715,157.2,63.89,274.4,1000,663.6,266.1,74.45,57.3,56.78,35.72,0.00351584,0.0121463,0.107406173,0.106534606,1.401151457
case_8766,39.53,4670000,0.4763,-3.529,157.2,63.89,274.4,1000,663.6,266.1,74.45,57.3,56.78,35.72,0.00720142,-0.0584342,0.1072313,0.105724519,1.399623663
case_8767,21.74,16800000,0.3518,-7.96,157.2,63.89,274.4,1000,663.6,266.1,74.45,57.3,56.78,35.72,0.0114043,-0.135668,0.107213446,0.105809241,1.39958869
case_8768,4.704,38230000,0.2241,-4.654,157.2,63.89,274.4,1000,663.6,266.1,74.45,57.3,56.78,35.72,0.00779647,-0.0766498,0.107356566,0.105497606,1.400591393
case_8769,15.28,11580000,0.1504,13.2,157.2,63.89,274.4,1000,663.6,266.1,74.45,57.3,56.78,35.72,0.0302059,0.215584,0.107243294,0.105652914,1.399934195
case_8770,24.52,28110000,0.4578,11.84,151.7,67.52,507.6,1000,733.4,236.8,70.87,57.64,46.58,34.45,0.038302,0.217672,0.046358114,0.043064222,-0.857441823
case_8771,20.4,4133000,0.08116,-6.232,151.7,67.52,507.6,1000,733.4,236.8,70.87,57.64,46.58,34.45,0.0232165,-0.141412,0.046389621,0.045851169,-0.858006119
case_8772,1.928,56020000,0.3948,-3.746,151.7,67.52,507.6,1000,733.4,236.8,70.87,57.64,46.58,34.45,0.00591426,-0.0902161,0.046389621,0.045851169,-0.858006119
case_8773,16.26,37330000,0.2735,3.541,151.7,67.52,507.6,1000,733.4,236.8,70.87,57.64,46.58,34.45,0.0075974,0.0945728,0.046389621,0.045851169,-0.858006119
case_8774,8.771,7555000,0.1735,0.3643,151.7,67.52,507.6,1000,733.4,236.8,70.87,57.64,46.58,34.45,0.00908056,0.0150382,0.046392926,0.045129282,-0.858113809
case_8775,39.24,21270000,0.4238,9.803,151.7,67.52,507.6,1000,733.4,236.8,70.87,57.64,46.58,34.45,0.0217762,0.227543,0.046412887,0.045075999,-0.858266259
case_8776,34.09,1335000,0.1008,14.81,151.7,67.52,507.6,1000,733.4,236.8,70.87,57.64,46.58,34.45,0.0534975,0.30769,0.04644308,0.044605683,-0.858644609
case_8777,28.36,1414000,0.3224,18.22,151.7,67.52,507.6,1000,733.4,236.8,70.87,57.64,46.58,34.45,0.0802335,0.288538,0.046424392,0.044520403,-0.858414738
case_8778,15.22,28380000,0.2169,7.35,151.7,67.52,507.6,1000,733.4,236.8,70.87,57.64,46.58,34.45,0.014691,0.186883,0.04644308,0.044605683,-0.858644609
case_8779,7.036,28870000,0.3149,-7.994,151.7,67.52,507.6,1000,733.4,236.8,70.87,57.64,46.58,34.45,0.0135334,-0.195652,0.046434246,0.044554797,-0.858612438
case_8781,12.24,20260000,0.4225,13.42,130.6,188.4,597.8,1000,552.3,209.3,60.99,46.76,43.3,26.39,0.0463296,0.34318,0.059146915,0.058897904,-0.93378856
case_8782,0.9668,26140000,0.1357,15.83,130.6,188.4,597.8,1000,552.3,209.3,60.99,46.76,43.3,26.39,0.076192,0.362489,0.05915293,0.058028665,-0.933928517
case_8783,31.22,10140000,0.1889,7.895,130.6,188.4,597.8,1000,552.3,209.3,60.99,46.76,43.3,26.39,0.0196974,0.250452,0.059191924,0.059240288,-0.934326659
case_8784,27.63,5868000,0.08315,-2.648,130.6,188.4,597.8,1000,552.3,209.3,60.99,46.76,43.3,26.39,0.0197792,-0.0740709,0.059146915,0.058897904,-0.93378856
case_8785,6.677,80170000,0.4594,2.786,130.6,188.4,597.8,1000,552.3,209.3,60.99,46.76,43.3,26.39,0.0057166,0.107106,0.05915293,0.058028665,-0.933928517
case_8786,22.78,10950000,0.2367,18.35,130.6,188.4,597.8,1000,552.3,209.3,60.99,46.76,43.3,26.39,0.104832,0.355138,0.059203581,0.057442626,-0.934412523
case_8787,18.43,37560000,0.3634,9.632,130.6,188.4,597.8,1000,552.3,209.3,60.99,46.76,43.3,26.39,0.0237388,0.292336,0.059203581,0.057442626,-0.934412523
case_8788,32.5,6320000,0.1517,0.3378,130.6,188.4,597.8,1000,552.3,209.3,60.99,46.76,43.3,26.39,0.0113013,0.01861,0.059171264,0.057980899,-0.934022593
case_8789,39,1904000,0.3768,-8.564,130.6,188.4,597.8,1000,552.3,209.3,60.99,46.76,43.3,26.39,0.0204468,-0.253183,0.059192465,0.057376762,-0.934400144
case_8790,27.6,7281000,0.09556,7.64,194.9,137.9,276.7,1000,753.3,273,73.15,52.68,59.82,35.8,0.0278693,0.198369,0.030206248,0.029040558,-0.631773544
case_8793,37.65,4584000,0.4111,1.707,194.9,137.9,276.7,1000,753.3,273,73.15,52.68,59.82,35.8,0.00875147,0.0472336,0.030239769,0.028622416,-0.632950598
case_8795,11.45,11900000,0.08777,-7.097,194.9,137.9,276.7,1000,753.3,273,73.15,52.68,59.82,35.8,0.0267945,-0.18095,0.030222314,0.028567425,-0.632010648
case_8796,33.78,625500,0.1614,18.87,194.9,137.9,276.7,1000,753.3,273,73.15,52.68,59.82,35.8,0.107838,0.396777,0.030231959,0.02850075,-0.632196366
case_8797,28.08,18150000,0.3166,9.014,194.9,137.9,276.7,1000,753.3,273,73.15,52.68,59.82,35.8,0.0210751,0.238819,0.030239307,0.028670913,-0.632291541
case_8798,12.29,18740000,0.459,16,194.9,137.9,276.7,1000,753.3,273,73.15,52.68,59.82,35.8,0.0883694,0.314261,0.030231959,0.02850075,-0.632196366
case_8799,6.613,42690000,0.3261,-6.025,194.9,137.9,276.7,1000,753.3,273,73.15,52.68,59.82,35.8,0.0117551,-0.158568,0.030237316,0.028647646,-0.632311438
case_8802,18.35,49650000,0.4375,-5.141,104,79.58,601.2,1000,747.9,248.1,83.87,44.92,59.48,27.62,0.0068247,-0.131895,0.063668851,0.06306281,-1.03348779
case_8803,24.73,11580000,0.2595,10.78,104,79.58,601.2,1000,747.9,248.1,83.87,44.92,59.48,27.62,0.0227657,0.256178,0.063758073,0.061779543,-1.034493493
case_8804,38.84,24780000,0.4733,12.28,104,79.58,601.2,1000,747.9,248.1,83.87,44.92,59.48,27.62,0.0395254,0.19041,0.063721233,0.062489051,-1.033973841
case_8805,15.98,2613000,0.128,-3.075,104,79.58,601.2,1000,747.9,248.1,83.87,44.92,59.48,27.62,0.0137209,-0.0661134,0.063758073,0.061779543,-1.034493493
case_8806,11.67,61060000,0.3799,1.334,104,79.58,601.2,1000,747.9,248.1,83.87,44.92,59.48,27.62,0.00436348,0.0430439,0.063727874,0.061529089,-1.034056405
case_8807,32.79,16960000,0.3207,16.17,104,79.58,601.2,1000,747.9,248.1,83.87,44.92,59.48,27.62,0.0504668,0.300338,0.063736426,0.061450161,-1.034288783
case_8808,5.907,9152000,0.0791,17.16,104,79.58,601.2,1000,747.9,248.1,83.87,44.92,59.48,27.62,0.0624286,0.35091,0.063736426,0.061450161,-1.034288783
case_8809,22.59,17310000,0.3171,-9.823,104,79.58,601.2,1000,747.9,248.1,83.87,44.92,59.48,27.62,0.0181599,-0.230427,0.063712162,0.061809047,-1.034000118
case_8812,28.96,238100,0.08432,-9.723,193.3,107.4,641.5,1000,600.2,278.9,77.98,43.39,54.92,32.18,0.0542537,-0.329698,0.011164707,0.011134176,-0.081218747
case_8813,16.87,40500000,0.2852,7.761,193.3,107.4,641.5,1000,600.2,278.9,77.98,43.39,54.92,32.18,0.0192208,0.309245,0.011164707,0.011134176,-0.081218747
case_8814,22.03,38330000,0.4358,19.56,193.3,107.4,641.5,1000,600.2,278.9,77.98,43.39,54.92,32.18,0.14613,0.435089,0.011164629,0.011133157,-0.081215539
case_8815,38.17,6302000,0.2618,-5.968,193.3,107.4,641.5,1000,600.2,278.9,77.98,43.39,54.92,32.18,0.0172985,-0.213057,0.01116464,0.011134859,-0.081213107
case_8816,32.3,11540000,0.1967,-2.58,193.3,107.4,641.5,1000,600.2,278.9,77.98,43.39,54.92,32.18,0.011141,-0.0886676,0.011164759,0.011133117,-0.08123564
case_8817,24.3,8891000,0.3239,16.11,193.3,107.4,641.5,1000,600.2,278.9,77.98,43.39,54.92,32.18,0.0985695,0.387873,0.011164831,0.011133981,-0.081249839
case_8818,9.466,16010000,0.4697,4.76,193.3,107.4,641.5,1000,600.2,278.9,77.98,43.39,54.92,32.18,0.0131538,0.199478,0.011164831,0.011133981,-0.081249839
case_8819,0.3202,46090000,0.409,-0.8822,193.3,107.4,641.5,1000,600.2,278.9,77.98,43.39,54.92,32.18,0.00526066,-0.0258618,0.011164831,0.011133981,-0.081249839
case_8822,23.59,10690000,0.1508,10.42,106.1,103.2,265.9,1000,663.4,199.9,65.34,45.13,56.69,35.29,0.0176865,0.139775,0.037613024,0.036348395,0.738896704
case_8823,25.84,2986000,0.3664,-3.938,106.1,103.2,265.9,1000,663.4,199.9,65.34,45.13,56.69,35.29,0.00663338,-0.0518349,0.037701675,0.037007584,0.739159727
case_8824,29.41,10960000,0.3271,3.75,106.1,103.2,265.9,1000,663.4,199.9,65.34,45.13,56.69,35.29,0.00634178,0.0531577,0.037613383,0.035981844,0.738853157
case_8825,19.37,9973000,0.4695,-5.172,106.1,103.2,265.9,1000,663.4,199.9,65.34,45.13,56.69,35.29,0.00680214,-0.0711273,0.037660394,0.035825153,0.739576443
case_8826,10.9,42320000,0.4532,-0.3669,106.1,103.2,265.9,1000,663.4,199.9,65.34,45.13,56.69,35.29,0.00251117,-0.00330168,0.037613024,0.036348395,0.738896704
case_8827,3.285,30600000,0.2944,14.21,106.1,103.2,265.9,1000,663.4,199.9,65.34,45.13,56.69,35.29,0.0308611,0.148572,0.037661316,0.035673533,0.739572639
case_8828,37.64,17730000,0.2708,13.63,106.1,103.2,265.9,1000,663.4,199.9,65.34,45.13,56.69,35.29,0.0228392,0.174592,0.037646025,0.036038822,0.739325701
case_8829,14.44,25740000,0.1987,6.789,106.1,103.2,265.9,1000,663.4,199.9,65.34,45.13,56.69,35.29,0.00917658,0.0948146,0.037654119,0.035872242,0.739473264
case_8830,36.13,925600,0.4033,10.63,168.1,174.5,433.9,1000,708.7,263.2,62.49,49.69,47.14,30.85,0.0389377,0.305125,0.146957815,0.156936156,1.684377294
case_8833,24.22,3323000,0.1735,-6.98,168.1,174.5,433.9,1000,708.7,263.2,62.49,49.69,47.14,30.85,0.0204847,-0.217289,0.148727213,0.154753034,1.695802015
case_8835,4.939,13600000,0.1906,12.69,168.1,174.5,433.9,1000,708.7,263.2,62.49,49.69,47.14,30.85,0.0434252,0.387437,0.148701988,0.149715597,1.695570225
case_8836,10.78,7209000,0.05714,-1.772,168.1,174.5,433.9,1000,708.7,263.2,62.49,49.69,47.14,30.85,0.0275203,-0.0521939,0.14844916,0.153750681,1.694003259
case_8837,17.9,44290000,0.3474,-7.891,168.1,174.5,433.9,1000,708.7,263.2,62.49,49.69,47.14,30.85,0.0175166,-0.263152,0.148701988,0.149715597,1.695570225
case_8838,13.98,23630000,0.3145,19.65,168.1,174.5,433.9,1000,708.7,263.2,62.49,49.69,47.14,30.85,0.139924,0.421892,0.148415595,0.150543454,1.693377468
case_8839,30.01,14490000,0.2385,15.59,168.1,174.5,433.9,1000,708.7,263.2,62.49,49.69,47.14,30.85,0.0793364,0.367022,0.148404998,0.150395572,1.693570313
case_8841,32.44,9754000,0.268,13.41,132.3,111.8,446.4,1000,688.4,242.8,81.03,49.84,41.76,39.97,0.0362161,0.296309,0.013706706,0.013682177,-0.073805891
case_8842,24.46,5730000,0.09554,4.092,132.3,111.8,446.4,1000,688.4,242.8,81.03,49.84,41.76,39.97,0.0163789,0.103001,0.013706706,0.013682177,-0.073805891
case_8843,13.42,24700000,0.2183,7.86,132.3,111.8,446.4,1000,688.4,242.8,81.03,49.84,41.76,39.97,0.0152409,0.194852,0.013706938,0.013681035,-0.073851824
case_8844,5.031,83750000,0.4432,-7.883,132.3,111.8,446.4,1000,688.4,242.8,81.03,49.84,41.76,39.97,0.0138157,-0.195688,0.013706994,0.013680122,-0.073869537
case_8846,1.209,24410000,0.1781,-6.284,132.3,111.8,446.4,1000,688.4,242.8,81.03,49.84,41.76,39.97,0.0127859,-0.148013,0.013706878,0.013680188,-0.073849729
case_8847,16.56,14160000,0.4761,8.791,132.3,111.8,446.4,1000,688.4,242.8,81.03,49.84,41.76,39.97,0.0177933,0.220873,0.013707046,0.013680773,-0.073881898
case_8848,38.5,18940000,0.3298,17.18,132.3,111.8,446.4,1000,688.4,242.8,81.03,49.84,41.76,39.97,0.0735518,0.283256,0.013707057,0.013680303,-0.073883749
case_8849,32,12540000,0.3973,-0.8084,132.3,111.8,446.4,1000,688.4,242.8,81.03,49.84,41.76,39.97,0.0067334,-0.0151792,0.013707046,0.013680773,-0.073881898
case_8850,11.96,13860000,0.3451,15.05,144,51.58,358.9,1000,753.8,203.5,61.83,54.92,43.06,37.18,0.038618,0.191224,0.022250864,0.021962521,-0.445943496
case_8852,34.16,17010000,0.2538,19.19,144,51.58,358.9,1000,753.8,203.5,61.83,54.92,43.06,37.18,0.0631271,0.217321,0.022228726,0.021531761,-0.445707485
case_8855,16.91,24940000,0.1903,13.33,144,51.58,358.9,1000,753.8,203.5,61.83,54.92,43.06,37.18,0.027667,0.201563,0.022244533,0.021786795,-0.445804376
case_8856,28.55,17580000,0.3018,0.06695,144,51.58,358.9,1000,753.8,203.5,61.83,54.92,43.06,37.18,0.00541545,0.00412349,0.022244322,0.021471298,-0.445807079
case_8857,14.57,10210000,0.49,8.833,144,51.58,358.9,1000,753.8,203.5,61.83,54.92,43.06,37.18,0.0137336,0.144956,0.022243692,0.021546842,-0.445770736
case_8858,25.81,4872000,0.07112,-1.162,144,51.58,358.9,1000,753.8,203.5,61.83,54.92,43.06,37.18,0.0166561,-0.0162142,0.022244322,0.021471298,-0.445807079
case_8859,20.17,16290000,0.1713,-4.263,144,51.58,358.9,1000,753.8,203.5,61.83,54.92,43.06,37.18,0.00940871,-0.0664492,0.02224528,0.021547625,-0.44583452
case_8862,37.73,13120000,0.4226,-5.934,109.7,163,447.2,1000,594.9,236.2,64.77,44.51,56.71,27.66,0.0107378,-0.150459,0.115877128,0.119315444,1.472871598
case_8863,18.33,6965000,0.2826,15.58,109.7,163,447.2,1000,594.9,236.2,64.77,44.51,56.71,27.66,0.0568386,0.284274,0.11587144,0.11702443,1.472485573
case_8864,21.95,17490000,0.2705,4.266,109.7,163,447.2,1000,594.9,236.2,64.77,44.51,56.71,27.66,0.0102278,0.112293,0.116067076,0.117995637,1.474102269
case_8865,3.557,28030000,0.2184,-3.508,109.7,163,447.2,1000,594.9,236.2,64.77,44.51,56.71,27.66,0.0083117,-0.0845759,0.116067076,0.117995637,1.474102269
case_8866,26.83,10290000,0.122,18.41,109.7,163,447.2,1000,594.9,236.2,64.77,44.51,56.71,27.66,0.0713903,0.363475,0.115938546,0.118767698,1.473028681
case_8867,32.81,3061000,0.1546,8.564,109.7,163,447.2,1000,594.9,236.2,64.77,44.51,56.71,27.66,0.0217609,0.208725,0.115904114,0.116930825,1.472879756
case_8868,30.93,2037000,0.05644,1.571,109.7,163,447.2,1000,594.9,236.2,64.77,44.51,56.71,27.66,0.0261377,0.041761,0.115938546,0.118767698,1.473028681
case_8869,4.67,9593000,0.4651,13.12,109.7,163,447.2,1000,594.9,236.2,64.77,44.51,56.71,27.66,0.0421885,0.253463,0.115904114,0.116930825,1.472879756
case_8870,26.08,45580000,0.4364,-6.772,121.7,172.8,378.9,1000,605.5,253.5,75.56,49.49,53.08,39.18,0.0110644,-0.184239,0.207960546,0.227489138,2.018507821
case_8871,4.871,745400,0.3265,6.435,121.7,172.8,378.9,1000,605.5,253.5,75.56,49.49,53.08,39.18,0.0157289,0.162713,0.117462882,0.117070872,1.482478705
case_8872,18.94,10390000,0.114,10.53,121.7,172.8,378.9,1000,605.5,253.5,75.56,49.49,53.08,39.18,0.0303866,0.26367,0.117390165,0.116483815,1.482206452
case_8873,2.213,25140000,0.2,0.495,121.7,172.8,378.9,1000,605.5,253.5,75.56,49.49,53.08,39.18,0.00695231,0.0161975,0.118607797,0.118180218,1.491056508
case_8875,30.46,7631000,0.1646,-8.721,121.7,172.8,378.9,1000,605.5,253.5,75.56,49.49,53.08,39.18,0.0219763,-0.214828,0.117588037,0.116274594,1.483578537
case_8876,35.9,933100,0.08652,3.549,121.7,172.8,378.9,1000,605.5,253.5,75.56,49.49,53.08,39.18,0.0191377,0.0924374,0.117468126,0.120077998,1.482450703
case_8877,11.56,19310000,0.3048,18.85,121.7,172.8,378.9,1000,605.5,253.5,75.56,49.49,53.08,39.18,0.0943991,0.347596,0.117467284,0.118562417,1.482381048
case_8878,23.05,12650000,0.3697,-1.338,121.7,172.8,378.9,1000,605.5,253.5,75.56,49.49,53.08,39.18,0.00700583,-0.0321901,0.117467284,0.118562417,1.482381048
case_8879,38.36,13800000,0.2454,13.7,121.7,172.8,378.9,1000,605.5,253.5,75.56,49.49,53.08,39.18,0.0385989,0.323688,0.117399133,0.116634757,1.482109721
case_8880,8.062,30100000,0.1968,-6.426,192.1,116.1,668.5,1000,672.7,187.5,87.78,59.84,55.79,29.1,0.0162448,-0.199213,0.135088738,0.143281899,1.604758998
case_8881,20,3873000,0.4559,9.789,192.1,116.1,668.5,1000,672.7,187.5,87.78,59.84,55.79,29.1,0.0376685,0.223992,0.136380248,0.140289955,1.613622772
case_8882,26.39,29360000,0.2927,-3.129,192.1,116.1,668.5,1000,672.7,187.5,87.78,59.84,55.79,29.1,0.00851518,-0.0941749,0.136506324,0.137625819,1.614223434
case_8883,3.715,54590000,0.4463,5.066,192.1,116.1,668.5,1000,672.7,187.5,87.78,59.84,55.79,29.1,0.0101008,0.191818,0.136600501,0.136671064,1.615069652
case_8884,33.13,11250000,0.3678,4.492,192.1,116.1,668.5,1000,672.7,187.5,87.78,59.84,55.79,29.1,0.010321,0.167039,0.136598469,0.138411353,1.61493539
case_8885,14.72,7844000,0.3266,11.35,192.1,116.1,668.5,1000,672.7,187.5,87.78,59.84,55.79,29.1,0.0461358,0.265289,0.136499923,0.137030886,1.614075881
